Version 3.14 Update - Professional Services and Supplies Charge Table,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Item Code,Code Type,Decription,Modifier,"Technical, Professional Indicator",Service Category Code,Primary/Bundled Indicator,Charge Type Indicator,Work Expense Units,Provider-Based Practice Expense Units,Non-Provider-Based Practice Expense Units,Total Expense Units, Anesthesia Base Units,Unit Charge,Base Charge,Unit Type,Facility Indicator,Outpatient Indicator,Inpatient Indicator,Skilled Nursing Facility Carveout,Freestanding Carve-out,Start Date,End Date
73040,CPT,RADEX SHOULDER ARTHROGRAPHY RS&I,TC,,20 ,,RBRVS,,2.41 ,2.41 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73050,CPT,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,,,20 ,,RBRVS,0.20 ,0.99 ,0.99 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73050,CPT,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,26,,20 ,,RBRVS,0.20 ,0.09 ,0.09 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73050,CPT,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,TC,,20 ,,RBRVS,,0.90 ,0.90 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73060,CPT,RADEX HUMERUS MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.17 ,0.69 ,0.69 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73060,CPT,RADEX HUMERUS MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73060,CPT,RADEX HUMERUS MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.62 ,0.62 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73070,CPT,RADEX ELBOW 2 VIEWS,,,20 ,,RBRVS,0.15 ,0.70 ,0.70 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73070,CPT,RADEX ELBOW 2 VIEWS,26,,20 ,,RBRVS,0.15 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73070,CPT,RADEX ELBOW 2 VIEWS,TC,,20 ,,RBRVS,,0.63 ,0.63 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73080,CPT,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,,,20 ,,RBRVS,0.17 ,0.83 ,0.83 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73080,CPT,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73080,CPT,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,TC,,20 ,,RBRVS,,0.76 ,0.76 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73085,CPT,RADEX ELBOW ARTHROGRAPHY RS&I,,,20 ,,RBRVS,0.54 ,2.51 ,2.51 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73085,CPT,RADEX ELBOW ARTHROGRAPHY RS&I,26,,20 ,,RBRVS,0.54 ,0.26 ,0.26 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73085,CPT,RADEX ELBOW ARTHROGRAPHY RS&I,TC,,20 ,,RBRVS,,2.25 ,2.25 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73090,CPT,RADEX FOREARM 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.67 ,0.67 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73090,CPT,RADEX FOREARM 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73090,CPT,RADEX FOREARM 2 VIEWS,TC,,20 ,,RBRVS,,0.60 ,0.60 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73092,CPT,RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.81 ,0.81 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73092,CPT,RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73092,CPT,RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.74 ,0.74 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73100,CPT,RADEX WRIST 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.78 ,0.78 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73100,CPT,RADEX WRIST 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.08 ,0.08 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73100,CPT,RADEX WRIST 2 VIEWS,TC,,20 ,,RBRVS,,0.70 ,0.70 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73110,CPT,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,,,20 ,,RBRVS,0.17 ,0.96 ,0.96 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73110,CPT,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73110,CPT,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,TC,,20 ,,RBRVS,,0.89 ,0.89 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73115,CPT,RADEX WRIST ARTHROGRAPHY RS&I,,,20 ,,RBRVS,0.54 ,2.79 ,2.79 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73115,CPT,RADEX WRIST ARTHROGRAPHY RS&I,26,,20 ,,RBRVS,0.54 ,0.23 ,0.23 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73115,CPT,RADEX WRIST ARTHROGRAPHY RS&I,TC,,20 ,,RBRVS,,2.56 ,2.56 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73120,CPT,RADEX HAND 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.66 ,0.66 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73120,CPT,RADEX HAND 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73120,CPT,RADEX HAND 2 VIEWS,TC,,20 ,,RBRVS,,0.59 ,0.59 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73130,CPT,RADEX HAND MINIMUM 3 VIEWS,,,20 ,,RBRVS,0.17 ,0.80 ,0.80 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73130,CPT,RADEX HAND MINIMUM 3 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73130,CPT,RADEX HAND MINIMUM 3 VIEWS,TC,,20 ,,RBRVS,,0.73 ,0.73 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73140,CPT,RADEX FINGR MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.13 ,0.88 ,0.88 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73140,CPT,RADEX FINGR MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.13 ,0.06 ,0.06 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73140,CPT,RADEX FINGR MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.82 ,0.82 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73200,CPT,CT UPPER EXTREMITY W/O CONTRAST MATERIAL,,,20 ,,RBRVS,1.00 ,5.15 ,5.15 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73200,CPT,CT UPPER EXTREMITY W/O CONTRAST MATERIAL,26,,20 ,,RBRVS,1.00 ,0.36 ,0.36 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73200,CPT,CT UPPER EXTREMITY W/O CONTRAST MATERIAL,TC,,20 ,,RBRVS,,4.79 ,4.79 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73201,CPT,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,,,20 ,,RBRVS,1.16 ,6.41 ,6.41 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73201,CPT,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,26,,20 ,,RBRVS,1.16 ,0.42 ,0.42 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73201,CPT,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,TC,,20 ,,RBRVS,,5.99 ,5.99 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73202,CPT,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,,,20 ,,RBRVS,1.22 ,8.44 ,8.44 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73202,CPT,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,26,,20 ,,RBRVS,1.22 ,0.44 ,0.44 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73202,CPT,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,TC,,20 ,,RBRVS,,8.00 ,8.00 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73206,CPT,CT ANGIOGRAPHY UPPER EXTREMITY,,,20 ,,RBRVS,1.81 ,9.02 ,9.02 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73206,CPT,CT ANGIOGRAPHY UPPER EXTREMITY,26,,20 ,,RBRVS,1.81 ,0.65 ,0.65 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73206,CPT,CT ANGIOGRAPHY UPPER EXTREMITY,TC,,20 ,,RBRVS,,8.37 ,8.37 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73218,CPT,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,,,20 ,,RBRVS,1.35 ,11.06 ,11.06 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73218,CPT,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,26,,20 ,,RBRVS,1.35 ,0.50 ,0.50 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73218,CPT,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,TC,,20 ,,RBRVS,,10.56 ,10.56 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73219,CPT,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,,,20 ,,RBRVS,1.62 ,12.13 ,12.13 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73219,CPT,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,26,,20 ,,RBRVS,1.62 ,0.59 ,0.59 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73219,CPT,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,TC,,20 ,,RBRVS,,11.54 ,11.54 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73220,CPT,MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,,,20 ,,RBRVS,2.15 ,14.81 ,14.81 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73220,CPT,MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,26,,20 ,,RBRVS,2.15 ,0.78 ,0.78 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73220,CPT,MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,TC,,20 ,,RBRVS,,14.03 ,14.03 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73221,CPT,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,,,20 ,,RBRVS,1.35 ,6.83 ,6.83 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73221,CPT,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,26,,20 ,,RBRVS,1.35 ,0.51 ,0.51 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73221,CPT,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,TC,,20 ,,RBRVS,,6.32 ,6.32 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73222,CPT,MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,,,20 ,,RBRVS,1.62 ,11.28 ,11.28 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73222,CPT,MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,26,,20 ,,RBRVS,1.62 ,0.59 ,0.59 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73222,CPT,MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,TC,,20 ,,RBRVS,,10.69 ,10.69 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73223,CPT,MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,,,20 ,,RBRVS,2.15 ,13.83 ,13.83 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73223,CPT,MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,26,,20 ,,RBRVS,2.15 ,0.78 ,0.78 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73223,CPT,MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,TC,,20 ,,RBRVS,,13.05 ,13.05 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73225,CPT,MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,,,20 ,,RBRVS,1.73 ,12.37 ,12.37 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73225,CPT,MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,26,,20 ,,RBRVS,1.73 ,0.61 ,0.61 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73225,CPT,MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,TC,,20 ,,RBRVS,,11.76 ,11.76 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73500,CPT,RADEX HIP UNILATERAL 1 VIEW,,,20 ,,RBRVS,0.17 ,0.63 ,0.63 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73500,CPT,RADEX HIP UNILATERAL 1 VIEW,26,,20 ,,RBRVS,0.17 ,0.08 ,0.08 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73500,CPT,RADEX HIP UNILATERAL 1 VIEW,TC,,20 ,,RBRVS,,0.55 ,0.55 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73510,CPT,RADEX HIP UNILATERAL COMPLETE MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.21 ,0.95 ,0.95 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73510,CPT,RADEX HIP UNILATERAL COMPLETE MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.21 ,0.09 ,0.09 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73510,CPT,RADEX HIP UNILATERAL COMPLETE MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.86 ,0.86 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73520,CPT,RADEX HIPS BILATERAL 2 VIEWS ANTEROPOST PELVIS,,,20 ,,RBRVS,0.26 ,0.95 ,0.95 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73520,CPT,RADEX HIPS BILATERAL 2 VIEWS ANTEROPOST PELVIS,26,,20 ,,RBRVS,0.26 ,0.11 ,0.11 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73520,CPT,RADEX HIPS BILATERAL 2 VIEWS ANTEROPOST PELVIS,TC,,20 ,,RBRVS,,0.84 ,0.84 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73525,CPT,RADEX HIP ARTHROGRAPHY RS&I,,,20 ,,RBRVS,0.54 ,2.61 ,2.61 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73525,CPT,RADEX HIP ARTHROGRAPHY RS&I,26,,20 ,,RBRVS,0.54 ,0.26 ,0.26 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73525,CPT,RADEX HIP ARTHROGRAPHY RS&I,TC,,20 ,,RBRVS,,2.35 ,2.35 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73530,CPT,RADEX HIP OPERATIVE PROCEDURE,,,20 ,,TotalUnits,,,,0.81 ,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73530,CPT,RADEX HIP OPERATIVE PROCEDURE,26,,20 ,,TotalUnits,,,,0.39 ,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73530,CPT,RADEX HIP OPERATIVE PROCEDURE,TC,,20 ,,TotalUnits,,,,0.42 ,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73540,CPT,RADEX PELVIS&HIPS INFT/CHLD MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.20 ,1.13 ,1.13 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73540,CPT,RADEX PELVIS&HIPS INFT/CHLD MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.20 ,0.09 ,0.09 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73540,CPT,RADEX PELVIS&HIPS INFT/CHLD MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,1.04 ,1.04 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73550,CPT,RADIOLOGIC EXAMINATION FEMUR 2 VIEWS,,,20 ,,RBRVS,0.17 ,0.66 ,0.66 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73550,CPT,RADIOLOGIC EXAMINATION FEMUR 2 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73550,CPT,RADIOLOGIC EXAMINATION FEMUR 2 VIEWS,TC,,20 ,,RBRVS,,0.59 ,0.59 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73560,CPT,RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,,,20 ,,RBRVS,0.17 ,0.74 ,0.74 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73560,CPT,RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,26,,20 ,,RBRVS,0.17 ,0.08 ,0.08 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73560,CPT,RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,TC,,20 ,,RBRVS,,0.66 ,0.66 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73562,CPT,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,,,20 ,,RBRVS,0.18 ,0.93 ,0.93 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73562,CPT,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,26,,20 ,,RBRVS,0.18 ,0.08 ,0.08 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73562,CPT,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,TC,,20 ,,RBRVS,,0.85 ,0.85 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73564,CPT,RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,,,20 ,,RBRVS,0.22 ,1.08 ,1.08 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73564,CPT,RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,26,,20 ,,RBRVS,0.22 ,0.10 ,0.10 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73564,CPT,RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,TC,,20 ,,RBRVS,,0.98 ,0.98 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73565,CPT,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,,,20 ,,RBRVS,0.17 ,0.89 ,0.89 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73565,CPT,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,26,,20 ,,RBRVS,0.17 ,0.09 ,0.09 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73565,CPT,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,TC,,20 ,,RBRVS,,0.80 ,0.80 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73580,CPT,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,,,20 ,,RBRVS,0.54 ,3.37 ,3.37 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73580,CPT,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,26,,20 ,,RBRVS,0.54 ,0.25 ,0.25 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73580,CPT,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,TC,,20 ,,RBRVS,,3.12 ,3.12 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73590,CPT,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,,,20 ,,RBRVS,0.17 ,0.65 ,0.65 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73590,CPT,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73590,CPT,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,TC,,20 ,,RBRVS,,0.58 ,0.58 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73592,CPT,RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.67 ,0.67 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73592,CPT,RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.06 ,0.06 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73592,CPT,RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.61 ,0.61 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73600,CPT,RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.70 ,0.70 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73600,CPT,RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73600,CPT,RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,TC,,20 ,,RBRVS,,0.63 ,0.63 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73610,CPT,RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,,,20 ,,RBRVS,0.17 ,0.83 ,0.83 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73610,CPT,RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,26,,20 ,,RBRVS,0.17 ,0.07 ,0.07 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73610,CPT,RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,TC,,20 ,,RBRVS,,0.76 ,0.76 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73615,CPT,RADEX ANKLE ARTHROGGRAPHY RS&I,,,20 ,,RBRVS,0.54 ,2.61 ,2.61 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73615,CPT,RADEX ANKLE ARTHROGGRAPHY RS&I,26,,20 ,,RBRVS,0.54 ,0.25 ,0.25 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73615,CPT,RADEX ANKLE ARTHROGGRAPHY RS&I,TC,,20 ,,RBRVS,,2.36 ,2.36 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73620,CPT,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.66 ,0.66 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73620,CPT,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.05 ,0.05 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73620,CPT,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,TC,,20 ,,RBRVS,,0.61 ,0.61 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73630,CPT,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,,,20 ,,RBRVS,0.17 ,0.77 ,0.77 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73630,CPT,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,26,,20 ,,RBRVS,0.17 ,0.06 ,0.06 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73630,CPT,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,TC,,20 ,,RBRVS,,0.71 ,0.71 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73650,CPT,RADEX CALCANEUS MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.16 ,0.69 ,0.69 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73650,CPT,RADEX CALCANEUS MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.16 ,0.06 ,0.06 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73650,CPT,RADEX CALCANEUS MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.63 ,0.63 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73660,CPT,RADEX TOE MINIMUM 2 VIEWS,,,20 ,,RBRVS,0.13 ,0.78 ,0.78 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73660,CPT,RADEX TOE MINIMUM 2 VIEWS,26,,20 ,,RBRVS,0.13 ,0.05 ,0.05 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73660,CPT,RADEX TOE MINIMUM 2 VIEWS,TC,,20 ,,RBRVS,,0.73 ,0.73 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73700,CPT,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,,,20 ,,RBRVS,1.00 ,5.17 ,5.17 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73700,CPT,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,26,,20 ,,RBRVS,1.00 ,0.36 ,0.36 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73700,CPT,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,TC,,20 ,,RBRVS,,4.81 ,4.81 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73701,CPT,CT LOWER EXTREMITY W/CONTRAST MATERIAL,,,20 ,,RBRVS,1.16 ,6.52 ,6.52 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73701,CPT,CT LOWER EXTREMITY W/CONTRAST MATERIAL,26,,20 ,,RBRVS,1.16 ,0.42 ,0.42 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
73701,CPT,CT LOWER EXTREMITY W/CONTRAST MATERIAL,TC,,20 ,,RBRVS,,6.10 ,6.10 ,,,$0.00,$0.00,1,1,1,0,1,1,20140101,
73702,CPT,CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,,,20 ,,RBRVS,1.22 ,8.42 ,8.42 ,,,$0.00,$0.00,1,0,0,0,0,1,20140101,
73702,CPT,CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,26,,20 ,,RBRVS,1.22 ,0.44 ,0.44 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
